x,y,z
3405200.00,5770927.79,75.00
3405159.38,5770940.62,75.00
3405150.00,5770943.15,75.00
3405123.41,5770950.00,75.00
3405105.21,5770955.21,75.00
3405100.00,5770957.59,75.00
3405068.08,5770968.08,75.00
3405050.00,5770978.04,75.00
3405035.38,5770985.38,75.00
3405016.54,5771000.00,75.00
3405006.55,5771006.55,75.00
3405000.00,5771011.98,75.00
3404980.06,5771030.06,75.00
3404962.06,5771050.00,75.00
3404955.87,5771055.87,75.00
3404950.00,5771062.23,75.00
3404932.92,5771082.92,75.00
3404921.16,5771100.00,75.00
3404911.87,5771111.87,75.00
3404900.00,5771131.78,75.00
3404890.74,5771150.00,75.00
3404876.12,5771176.12,75.00
3404866.59,5771200.00,75.00
3404860.47,5771210.47,75.00
3404850.00,5771235.40,75.00
3404845.56,5771245.56,75.00
3404844.35,5771250.00,75.00
3404841.43,5771258.57,75.00
3404824.80,5771300.00,75.00
3404808.57,5771341.43,75.00
3404805.02,5771350.00,75.00
3404800.00,5771361.45,75.00
3404782.35,5771400.00,75.00
3404761.52,5771438.48,75.00
3404755.56,5771450.00,75.00
3404753.69,5771453.69,75.00
3404750.00,5771460.64,75.00
3404736.18,5771486.18,75.00
3404728.85,5771500.00,75.00
3404719.67,5771519.67,75.00
3404706.30,5771550.00,75.00
3404704.55,5771554.55,75.00
3404700.00,5771568.49,75.00
3404691.96,5771591.96,75.00
3404689.49,5771600.00,75.00
3404680.61,5771630.61,75.00
3404675.28,5771650.00,75.00
3404667.06,5771682.94,75.00
3404662.61,5771700.00,75.00
3404651.65,5771748.35,75.00
3404651.24,5771750.00,75.00
3404650.00,5771755.48,75.00
3404638.47,5771800.00,75.00
3404632.29,5771817.71,75.00
3404621.01,5771850.00,75.00
3404600.00,5771894.64,75.00
3404597.77,5771900.00,75.00
3404596.56,5771903.44,75.00
3404577.22,5771950.00,75.00
3404568.86,5771968.86,75.00
3404558.14,5772000.00,75.00
3404555.63,5772005.63,75.00
3404550.00,5772020.07,75.00
3404541.34,5772041.34,75.00
3404538.27,5772050.00,75.00
3404529.08,5772070.92,75.00
3404516.05,5772100.00,75.00
3404500.00,5772131.84,75.00
3404490.74,5772150.00,75.00
3404476.25,5772176.25,75.00
3404462.69,5772200.00,75.00
3404450.00,5772221.73,75.00
3404433.22,5772250.00,75.00
3404421.13,5772271.13,75.00
3404404.20,5772300.00,75.00
3404400.00,5772308.20,75.00
3404379.19,5772350.00,75.00
3404365.21,5772384.79,75.00
3404359.35,5772400.00,75.00
3404350.00,5772421.60,75.00
3404337.50,5772450.00,75.00
3404321.39,5772478.61,75.00
3404309.39,5772500.00,75.00
3404300.00,5772512.30,75.00
3404271.00,5772550.00,75.00
3404260.51,5772560.51,75.00
3404250.00,5772570.45,75.00
3404235.16,5772585.16,75.00
3404219.39,5772600.00,75.00
3404200.00,5772615.46,75.00
3404157.60,5772650.00,75.00
3404153.21,5772653.21,75.00
3404150.00,5772655.55,75.00
3404124.62,5772674.62,75.00
3404100.00,5772693.38,75.00
3404096.21,5772696.21,75.00
3404091.16,5772700.00,75.00
3404050.00,5772729.56,75.00
3404019.66,5772750.00,75.00
3404007.94,5772757.94,75.00
3404000.00,5772763.35,75.00
3403977.42,5772777.42,75.00
3403950.00,5772794.14,75.00
3403946.28,5772796.28,75.00
3403939.63,5772800.00,75.00
3403900.00,5772823.39,75.00
3403851.38,5772850.00,75.00
3403850.00,5772850.81,75.00
3403848.27,5772851.73,75.00
3403800.00,5772877.43,75.00
3403755.37,5772900.00,75.00
3403751.82,5772901.82,75.00
3403750.00,5772902.82,75.00
3403719.03,5772919.03,75.00
3403700.00,5772929.60,75.00
3403687.13,5772937.13,75.00
3403664.47,5772950.00,75.00
3403650.00,5772957.47,75.00
3403634.26,5772965.74,75.00
3403600.00,5772984.09,75.00
3403569.65,5773000.00,75.00
3403550.00,5773009.23,75.00
3403533.11,5773016.89,75.00
3403500.00,5773031.97,75.00
3403458.64,5773050.00,75.00
3403452.44,5773052.44,75.00
3403450.00,5773053.41,75.00
3403415.49,5773065.49,75.00
3403400.00,5773071.18,75.00
3403378.23,5773078.23,75.00
3403350.00,5773087.78,75.00
3403340.73,5773090.73,75.00
3403312.93,5773100.00,75.00
3403303.04,5773103.04,75.00
3403300.00,5773104.07,75.00
3403264.82,5773114.82,75.00
3403250.00,5773119.73,75.00
3403226.77,5773126.77,75.00
3403200.00,5773135.44,75.00
3403188.87,5773138.87,75.00
3403154.19,5773150.00,75.00
3403150.98,5773150.98,75.00
3403150.00,5773151.29,75.00
3403112.77,5773162.77,75.00
3403100.00,5773166.64,75.00
3403074.43,5773174.43,75.00
3403050.00,5773181.69,75.00
3403035.99,5773185.99,75.00
3403000.00,5773196.83,75.00
3402997.60,5773197.60,75.00
3402990.03,5773200.00,75.00
3402950.00,5773212.37,75.00
3402931.56,5773218.44,75.00
3402900.00,5773228.88,75.00
3402856.24,5773243.76,75.00
3402850.00,5773245.95,75.00
3407353.44,5770600.00,72.00
3407350.00,5770603.89,72.00
3407305.70,5770650.00,72.00
3407300.00,5770655.93,72.00
3407255.45,5770700.00,72.00
3407252.76,5770702.76,72.00
3407250.00,5770705.33,72.00
3407227.74,5770727.74,72.00
3407203.95,5770750.00,72.00
3407201.98,5770751.98,72.00
3407200.00,5770753.77,72.00
3407177.15,5770777.15,72.00
3407153.96,5770800.00,72.00
3407152.07,5770802.07,72.00
3407150.00,5770804.14,72.00
3407128.69,5770828.69,72.00
3407110.78,5770850.00,72.00
3407106.36,5770856.36,72.00
3407100.00,5770863.99,72.00
3407083.99,5770883.99,72.00
3407069.67,5770900.00,72.00
3407060.67,5770910.67,72.00
3407050.00,5770922.02,72.00
3407036.42,5770936.42,72.00
3407022.36,5770950.00,72.00
3407000.00,5770971.38,72.00
3406966.65,5771000.00,72.00
3406950.00,5771013.81,72.00
3406900.63,5771050.00,72.00
3406900.26,5771050.26,72.00
3406900.00,5771050.44,72.00
3406869.35,5771069.35,72.00
3406850.00,5771080.57,72.00
3406837.60,5771087.60,72.00
3406814.69,5771100.00,72.00
3406805.06,5771105.06,72.00
3406800.00,5771107.64,72.00
3406771.95,5771121.95,72.00
3406750.00,5771132.86,72.00
3406716.65,5771150.00,72.00
3406700.00,5771158.29,72.00
3406682.48,5771167.52,72.00
3406650.00,5771184.71,72.00
3406622.33,5771200.00,72.00
3406600.00,5771211.95,72.00
3406574.21,5771225.79,72.00
3406550.00,5771238.70,72.00
3406527.48,5771250.00,72.00
3406500.00,5771263.88,72.00
3406473.96,5771276.04,72.00
3406450.00,5771287.17,72.00
3406420.02,5771300.00,72.00
3406400.00,5771308.66,72.00
3406385.85,5771314.15,72.00
3406350.00,5771328.07,72.00
3406306.18,5771343.82,72.00
3406300.00,5771346.02,72.00
3406288.23,5771350.00,72.00
3406250.00,5771362.86,72.00
3406231.10,5771368.90,72.00
3406200.00,5771378.75,72.00
3406158.71,5771391.29,72.00
3406150.00,5771393.87,72.00
3406129.25,5771400.00,72.00
3406100.00,5771408.79,72.00
3406086.97,5771413.03,72.00
3406050.00,5771424.46,72.00
3406012.54,5771437.46,72.00
3406000.00,5771441.57,72.00
3405978.01,5771450.00,72.00
3405957.63,5771457.63,72.00
3405950.00,5771460.64,72.00
3405922.20,5771472.20,72.00
3405900.00,5771481.51,72.00
3405887.24,5771487.24,72.00
3405858.05,5771500.00,72.00
3405852.43,5771502.43,72.00
3405850.00,5771503.52,72.00
3405817.72,5771517.72,72.00
3405800.00,5771525.78,72.00
3405783.07,5771533.07,72.00
3405750.00,5771547.87,72.00
3405748.50,5771548.50,72.00
3405745.02,5771550.00,72.00
3405713.89,5771563.89,72.00
3405700.00,5771570.60,72.00
3405679.74,5771579.74,72.00
3405650.00,5771593.80,72.00
3405645.71,5771595.71,72.00
3405636.34,5771600.00,72.00
3405611.48,5771611.48,72.00
3405600.00,5771616.78,72.00
3405577.52,5771627.52,72.00
3405550.00,5771640.69,72.00
3405543.88,5771643.88,72.00
3405532.62,5771650.00,72.00
3405500.00,5771667.43,72.00
3405450.12,5771700.00,72.00
3405450.00,5771700.08,72.00
3405449.56,5771700.44,72.00
3405400.00,5771740.53,72.00
3405390.60,5771750.00,72.00
3405350.00,5771792.38,72.00
3405343.69,5771800.00,72.00
3405314.08,5771835.92,72.00
3405302.39,5771850.00,72.00
3405300.00,5771852.79,72.00
3405258.11,5771900.00,72.00
3405250.00,5771908.47,72.00
3405206.84,5771950.00,72.00
3405203.43,5771953.43,72.00
3405200.00,5771956.94,72.00
3405177.78,5771977.78,72.00
3405156.38,5772000.00,72.00
3405153.29,5772003.29,72.00
3405150.00,5772007.08,72.00
3405129.19,5772029.19,72.00
3405111.41,5772050.00,72.00
3405106.20,5772056.20,72.00
3405100.00,5772063.68,72.00
3405083.50,5772083.50,72.00
3405070.36,5772100.00,72.00
3405061.19,5772111.19,72.00
3405050.00,5772125.16,72.00
3405030.99,5772150.00,72.00
3405000.00,5772190.14,72.00
3404992.97,5772200.00,72.00
3404974.91,5772224.91,72.00
3404956.38,5772250.00,72.00
3404953.70,5772253.70,72.00
3404950.00,5772258.51,72.00
3404933.29,5772283.29,72.00
3404922.18,5772300.00,72.00
3404900.00,5772335.19,72.00
3404892.04,5772350.00,72.00
3404885.55,5772364.45,72.00
3404870.31,5772400.00,72.00
3404850.00,5772441.52,72.00
3404845.94,5772450.00,72.00
3404840.75,5772459.25,72.00
3404817.97,5772500.00,72.00
3404800.00,5772526.74,72.00
3404784.52,5772550.00,72.00
3404769.32,5772569.32,72.00
3404750.00,5772592.69,72.00
3404746.76,5772596.76,72.00
3404744.10,5772600.00,72.00
3404700.00,5772646.02,72.00
3404696.17,5772650.00,72.00
3404672.62,5772672.62,72.00
3404650.00,5772694.03,72.00
3404646.95,5772696.95,72.00
3404643.87,5772700.00,72.00
3404600.00,5772741.72,72.00
3404591.35,5772750.00,72.00
3404570.47,5772770.47,72.00
3404550.00,5772790.98,72.00
3404545.31,5772795.31,72.00
3404540.24,5772800.00,72.00
3404500.00,5772839.50,72.00
3404488.20,5772850.00,72.00
3404450.00,5772885.74,72.00
3404433.08,5772900.00,72.00
3404415.16,5772915.16,72.00
3404400.00,5772927.62,72.00
3404387.46,5772937.46,72.00
3404371.46,5772950.00,72.00
3404350.00,5772965.71,72.00
3404302.30,5773000.00,72.00
3404300.00,5773001.46,72.00
3404296.10,5773003.90,72.00
3404250.00,5773032.88,72.00
3404222.89,5773050.00,72.00
3404208.09,5773058.09,72.00
3404200.00,5773062.27,72.00
3404175.23,5773075.23,72.00
3404150.00,5773088.34,72.00
3404142.36,5773092.36,72.00
3404128.04,5773100.00,72.00
3404109.12,5773109.12,72.00
3404100.00,5773113.55,72.00
3404075.45,5773125.45,72.00
3404050.00,5773137.79,72.00
3404041.72,5773141.72,72.00
3404024.00,5773150.00,72.00
3404000.00,5773160.63,72.00
3403981.76,5773168.24,72.00
3403950.00,5773181.57,72.00
3403902.92,5773200.00,72.00
3403900.00,5773201.12,72.00
3403898.26,5773201.74,72.00
3403850.00,5773219.09,72.00
3403821.14,5773228.86,72.00
3403800.00,5773236.06,72.00
3403757.30,5773250.00,72.00
3403750.00,5773252.36,72.00
3403746.56,5773253.44,72.00
3403700.00,5773268.38,72.00
3403672.54,5773277.46,72.00
3403650.00,5773284.98,72.00
3403607.71,5773300.00,72.00
3403600.00,5773302.82,72.00
3403595.59,5773304.41,72.00
3403550.00,5773320.85,72.00
3403518.12,5773331.88,72.00
3403500.00,5773338.16,72.00
3403465.12,5773350.00,72.00
3403450.00,5773355.33,72.00
3403441.49,5773358.51,72.00
3403400.00,5773373.94,72.00
3403360.78,5773389.22,72.00
3403350.00,5773393.53,72.00
3403332.94,5773400.00,72.00
3403300.00,5773412.36,72.00
3403280.72,5773419.28,72.00
3403250.00,5773430.39,72.00
3403203.39,5773446.61,72.00
3403200.00,5773447.78,72.00
3403193.45,5773450.00,72.00
3403160.98,5773460.98,72.00
3403150.00,5773464.87,72.00
3403123.65,5773473.65,72.00
3403100.00,5773482.15,72.00
3403086.62,5773486.62,72.00
3403050.00,5773499.99,72.00
3403049.99,5773499.99,72.00
3403049.98,5773500.00,72.00
3403013.15,5773513.15,72.00
3403000.00,5773518.11,72.00
3402976.60,5773526.60,72.00
3402950.00,5773536.83,72.00
3402940.41,5773540.41,72.00
3402915.88,5773550.00,72.00
3402900.00,5773556.01,72.00
3402868.44,5773568.44,72.00
3402850.00,5773575.95,72.00
3407922.94,5770600.00,69.00
3407900.00,5770648.51,69.00
3407899.23,5770650.00,69.00
3407898.36,5770651.64,69.00
3407873.78,5770700.00,69.00
3407866.11,5770716.11,69.00
3407850.00,5770745.01,69.00
3407848.25,5770748.25,69.00
3407847.12,5770750.00,69.00
3407830.37,5770780.37,69.00
3407817.72,5770800.00,69.00
3407811.24,5770811.24,69.00
3407800.00,5770829.62,69.00
3407792.50,5770842.50,69.00
3407787.71,5770850.00,69.00
3407774.00,5770874.00,69.00
3407760.15,5770900.00,69.00
3407756.50,5770906.50,69.00
3407750.00,5770919.33,69.00
3407739.74,5770939.74,69.00
3407734.78,5770950.00,69.00
3407722.25,5770972.25,69.00
3407706.57,5771000.00,69.00
3407703.98,5771003.98,69.00
3407700.00,5771010.01,69.00
3407684.24,5771034.24,69.00
3407673.37,5771050.00,69.00
3407663.10,5771063.10,69.00
3407650.00,5771079.38,69.00
3407640.87,5771090.87,69.00
3407633.49,5771100.00,69.00
3407617.84,5771117.84,69.00
3407600.00,5771138.50,69.00
3407594.65,5771144.65,69.00
3407590.03,5771150.00,69.00
3407571.05,5771171.05,69.00
3407550.00,5771195.10,69.00
3407547.66,5771197.66,69.00
3407545.52,5771200.00,69.00
3407500.00,5771249.95,69.00
3407499.95,5771250.00,69.00
3407498.97,5771251.03,69.00
3407452.35,5771300.00,69.00
3407450.00,5771302.50,69.00
3407414.83,5771335.17,69.00
3407400.00,5771348.95,69.00
3407398.62,5771350.00,69.00
3407350.00,5771385.74,69.00
3407330.84,5771400.00,69.00
3407313.27,5771413.27,69.00
3407300.00,5771424.06,69.00
3407285.41,5771435.41,69.00
3407268.19,5771450.00,69.00
3407258.04,5771458.04,69.00
3407250.00,5771464.58,69.00
3407230.53,5771480.53,69.00
3407206.83,5771500.00,69.00
3407202.95,5771502.95,69.00
3407200.00,5771505.16,69.00
3407174.62,5771524.62,69.00
3407150.00,5771542.68,69.00
3407145.86,5771545.86,69.00
3407140.10,5771550.00,69.00
3407116.16,5771566.16,69.00
3407100.00,5771577.00,69.00
3407086.27,5771586.27,69.00
3407065.54,5771600.00,69.00
3407056.04,5771606.04,69.00
3407050.00,5771609.91,69.00
3407025.20,5771625.20,69.00
3407000.00,5771640.58,69.00
3406994.03,5771644.03,69.00
3406983.31,5771650.00,69.00
3406961.90,5771661.90,69.00
3406950.00,5771668.40,69.00
3406928.89,5771678.89,69.00
3406900.00,5771692.79,69.00
3406894.99,5771694.99,69.00
3406883.16,5771700.00,69.00
3406850.00,5771714.11,69.00
3406827.51,5771722.49,69.00
3406800.00,5771733.12,69.00
3406753.36,5771750.00,69.00
3406750.00,5771751.20,69.00
3406748.16,5771751.84,69.00
3406700.00,5771769.32,69.00
3406668.71,5771781.29,69.00
3406650.00,5771788.56,69.00
3406623.08,5771800.00,69.00
3406600.00,5771810.12,69.00
3406582.03,5771817.97,69.00
3406550.00,5771832.06,69.00
3406507.59,5771850.00,69.00
3406500.00,5771853.24,69.00
3406494.50,5771855.50,69.00
3406450.00,5771874.04,69.00
3406409.25,5771890.75,69.00
3406400.00,5771894.57,69.00
3406386.71,5771900.00,69.00
3406360.64,5771910.64,69.00
3406350.00,5771914.90,69.00
3406324.94,5771924.94,69.00
3406300.00,5771934.79,69.00
3406289.06,5771939.06,69.00
3406260.47,5771950.00,69.00
3406252.93,5771952.93,69.00
3406250.00,5771954.06,69.00
3406216.56,5771966.56,69.00
3406200.00,5771972.82,69.00
3406179.99,5771979.99,69.00
3406150.00,5771991.08,69.00
3406143.39,5771993.39,69.00
3406125.40,5772000.00,69.00
3406106.87,5772006.87,69.00
3406100.00,5772009.46,69.00
3406070.67,5772020.67,69.00
3406050.00,5772028.75,69.00
3406034.98,5772034.98,69.00
3406000.00,5772049.78,69.00
3405999.85,5772049.85,69.00
3405999.54,5772050.00,69.00
3405965.78,5772065.78,69.00
3405950.00,5772073.24,69.00
3405932.45,5772082.45,69.00
3405900.00,5772099.84,69.00
3405899.90,5772099.90,69.00
3405899.74,5772100.00,69.00
3405869.28,5772119.28,69.00
3405850.00,5772131.84,69.00
3405839.03,5772139.03,69.00
3405823.11,5772150.00,69.00
3405809.35,5772159.35,69.00
3405800.00,5772166.16,69.00
3405780.03,5772180.03,69.00
3405752.82,5772200.00,69.00
3405751.17,5772201.17,69.00
3405750.00,5772202.09,69.00
3405721.80,5772221.80,69.00
3405700.00,5772238.22,69.00
3405692.91,5772242.91,69.00
3405682.49,5772250.00,69.00
3405663.14,5772263.14,69.00
3405650.00,5772272.47,69.00
3405633.08,5772283.08,69.00
3405603.84,5772300.00,69.00
3405600.00,5772302.15,69.00
3405594.76,5772305.24,69.00
3405550.00,5772331.48,69.00
3405522.70,5772350.00,69.00
3405500.00,5772365.93,69.00
3405461.58,5772400.00,69.00
3405450.00,5772410.64,69.00
3405414.74,5772450.00,69.00
3405400.00,5772465.29,69.00
3405370.15,5772500.00,69.00
3405350.00,5772522.09,69.00
3405326.10,5772550.00,69.00
3405313.81,5772563.81,69.00
3405300.00,5772579.16,69.00
3405290.24,5772590.24,69.00
3405281.64,5772600.00,69.00
3405266.53,5772616.53,69.00
3405250.00,5772633.71,69.00
3405242.16,5772642.16,69.00
3405234.50,5772650.00,69.00
3405217.44,5772667.44,69.00
3405200.00,5772684.42,69.00
3405192.17,5772692.17,69.00
3405184.22,5772700.00,69.00
3405167.07,5772717.07,69.00
3405150.00,5772733.82,69.00
3405141.87,5772741.87,69.00
3405133.82,5772750.00,69.00
3405100.00,5772785.01,69.00
3405085.45,5772800.00,69.00
3405050.00,5772838.30,69.00
3405038.81,5772850.00,69.00
3405000.00,5772892.40,69.00
3404992.83,5772900.00,69.00
3404972.00,5772922.00,69.00
3404950.00,5772945.03,69.00
3404947.56,5772947.56,69.00
3404945.20,5772950.00,69.00
3404922.21,5772972.21,69.00
3404900.00,5772993.48,69.00
3404896.69,5772996.69,69.00
3404893.27,5773000.00,69.00
3404850.00,5773036.92,69.00
3404834.77,5773050.00,69.00
3404814.92,5773064.92,69.00
3404800.00,5773075.26,69.00
3404785.80,5773085.80,69.00
3404765.09,5773100.00,69.00
3404755.85,5773105.85,69.00
3404750.00,5773109.14,69.00
3404724.87,5773124.87,69.00
3404700.00,5773138.98,69.00
3404693.10,5773143.10,69.00
3404681.35,5773150.00,69.00
3404661.18,5773161.18,69.00
3404650.00,5773167.24,69.00
3404629.01,5773179.01,69.00
3404600.00,5773195.87,69.00
3404597.37,5773197.37,69.00
3404592.90,5773200.00,69.00
3404565.46,5773215.46,69.00
3404550.00,5773224.65,69.00
3404533.61,5773233.61,69.00
3404504.06,5773250.00,69.00
3404500.00,5773252.27,69.00
3404495.37,5773254.63,69.00
3404450.00,5773277.83,69.00
3404400.86,5773300.00,69.00
3404400.27,5773300.27,69.00
3404400.00,5773300.39,69.00
3404399.36,5773300.64,69.00
3404350.00,5773320.06,69.00
3404318.82,5773331.18,69.00
3404300.00,5773338.00,69.00
3404264.94,5773350.00,69.00
3404250.00,5773355.48,69.00
3404240.91,5773359.09,69.00
3404200.00,5773374.68,69.00
3404154.65,5773395.35,69.00
3404150.00,5773397.48,69.00
3404145.11,5773400.00,69.00
3404115.32,5773415.32,69.00
3404100.00,5773422.03,69.00
3404081.25,5773431.25,69.00
3404050.00,5773444.68,69.00
3404046.34,5773446.34,69.00
3404037.50,5773450.00,69.00
3404011.04,5773461.04,69.00
3404000.00,5773465.28,69.00
3403975.09,5773475.09,69.00
3403950.00,5773484.45,69.00
3403938.67,5773488.67,69.00
3403907.25,5773500.00,69.00
3403901.89,5773501.89,69.00
3403900.00,5773502.54,69.00
3403864.73,5773514.73,69.00
3403850.00,5773519.75,69.00
3403827.45,5773527.45,69.00
3403800.00,5773536.79,69.00
3403790.12,5773540.12,69.00
3403760.84,5773550.00,69.00
3403750.00,5773553.53,69.00
3403744.80,5773555.20,69.00
3403700.00,5773569.68,69.00
3403671.23,5773578.77,69.00
3403650.00,5773585.46,69.00
3403603.65,5773600.00,69.00
3403600.85,5773600.85,69.00
3403600.00,5773601.11,69.00
3403562.73,5773612.73,69.00
3403550.00,5773616.69,69.00
3403524.78,5773624.78,69.00
3403500.00,5773632.77,69.00
3403487.06,5773637.06,69.00
3403450.00,5773649.63,69.00
3403449.72,5773649.72,69.00
3403448.96,5773650.00,69.00
3403412.65,5773662.65,69.00
3403400.00,5773667.32,69.00
3403376.09,5773676.09,69.00
3403350.00,5773686.40,69.00
3403340.14,5773690.14,69.00
3403316.21,5773700.00,69.00
3403304.59,5773704.59,69.00
3403300.00,5773706.57,69.00
3403268.97,5773718.97,69.00
3403250.00,5773727.20,69.00
3403233.63,5773733.63,69.00
3403200.00,5773747.83,69.00
3403198.43,5773748.43,69.00
3403194.40,5773750.00,69.00
3403162.26,5773762.26,69.00
3403150.00,5773767.13,69.00
3403125.77,5773775.77,69.00
3403100.00,5773784.75,69.00
3403088.66,5773788.66,69.00
3403055.44,5773800.00,69.00
3403051.36,5773801.36,69.00
3403050.00,5773801.83,69.00
3403014.24,5773814.24,69.00
3403000.00,5773819.35,69.00
3402977.46,5773827.46,69.00
3402950.00,5773837.59,69.00
3402940.99,5773840.99,69.00
3402917.63,5773850.00,69.00
3402904.92,5773854.92,69.00
